epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,314.351,1.54547,0.99418,1.135,0.76779,0.73549,0.67308,0.30813,1.76413,1.08522,1.32275,0.0013268,0.0013268,0.0013268
70,318.865,1.53307,1.00829,1.1458,0.80013,0.74034,0.68908,0.33903,1.58373,1.08611,1.24707,0.0013169,0.0013169,0.0013169
71,323.371,1.52385,1.00625,1.1501,0.78868,0.70596,0.66664,0.28491,1.96508,1.13592,1.40823,0.001307,0.001307,0.001307
72,327.859,1.5192,1.00482,1.13468,0.80205,0.73318,0.69149,0.31935,1.76288,1.07748,1.30894,0.0012971,0.0012971,0.0012971
73,332.36,1.50324,0.98595,1.14023,0.79077,0.74835,0.67828,0.32063,1.67688,1.1148,1.26767,0.0012872,0.0012872,0.0012872
74,336.863,1.52099,0.98485,1.13891,0.79633,0.75613,0.69983,0.33946,1.64072,1.06716,1.27091,0.0012773,0.0012773,0.0012773
75,341.386,1.52917,0.98397,1.13489,0.79804,0.70704,0.67902,0.29079,1.94863,1.1215,1.39526,0.0012674,0.0012674,0.0012674
76,345.869,1.52096,0.96876,1.14035,0.79964,0.72511,0.69739,0.34444,1.59938,1.10316,1.24975,0.0012575,0.0012575,0.0012575
77,350.365,1.532,0.97598,1.13972,0.79175,0.73626,0.69028,0.33608,1.6202,1.08798,1.25765,0.0012476,0.0012476,0.0012476
78,354.886,1.51252,0.96022,1.12729,0.78706,0.73896,0.68608,0.30188,1.87499,1.07979,1.36256,0.0012377,0.0012377,0.0012377
79,359.41,1.50196,0.96482,1.12457,0.80694,0.69973,0.68044,0.32116,1.76454,1.12704,1.32821,0.0012278,0.0012278,0.0012278
80,363.894,1.49568,0.96071,1.13025,0.80067,0.71473,0.68152,0.32702,1.61847,1.11921,1.27582,0.0012179,0.0012179,0.0012179
81,368.421,1.51456,0.97328,1.1356,0.78755,0.7454,0.69065,0.32556,1.66221,1.07219,1.27996,0.001208,0.001208,0.001208
82,372.912,1.5064,0.96134,1.12257,0.79647,0.7228,0.69379,0.33957,1.6424,1.05397,1.27364,0.0011981,0.0011981,0.0011981
83,377.422,1.4848,0.96035,1.1152,0.80183,0.73164,0.70626,0.35438,1.62252,1.01747,1.27262,0.0011882,0.0011882,0.0011882
